tile,candidate,lowres_date,highres_date,delta_days,abs_delta_days,lat,lon,area,bounds_csv,width,height,bands,crs,left,bottom,right,top,csv_cloud_cover,valid_pixel_pct,cloud_mask_pct,cloud_probability_pct,sun_azimuth_mean,sun_zenith_mean,view_azimuth_mean,view_zenith_mean,usable,temporal_quality,cloud_quality,validity_quality,ranking_score,rank,is_top_k,lr_image_path
ASMSpotter-1-1-1,2,2017-08-08,2016-10-18,294,294,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,3.17,100.0,0.0,0.6758391261100769,63.0958137512207,25.86848258972168,112.26604461669922,6.779655456542969,True,0.0381333265470451,0.9966208043694496,1.0,0.4218662372390619,1,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-1\L2A\ASMSpotter-1-1-1-2-L2A_data.tiff
ASMSpotter-1-1-1,1,2017-08-23,2016-10-18,309,309,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,0.3,100.0,0.0,2.6527953147888184,73.30305480957031,23.7199649810791,113.17809295654295,6.796834468841553,True,0.0322791640313598,0.986736023426056,1.0,0.4153883054466326,2,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-1\L2A\ASMSpotter-1-1-1-1-L2A_data.tiff
ASMSpotter-1-1-1,5,2017-10-07,2016-10-18,354,354,4.975885642919341,-55.26784883014082,2.5,"[-55.27497747647343, 4.968736517652739, -55.2607201838082, 4.9830347681859415]",158,159,12,EPSG:4326,-55.27497747647343,4.968736517652739,-55.2607201838082,4.9830347681859415,13.0,100.0,10.667940450601067,7.548263072967529,118.69305419921876,22.158676147460938,112.30696105957033,6.760409355163574,True,0.019578302654913,0.9089189823821572,1.0,0.3844226763075948,3,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-1\L2A\ASMSpotter-1-1-1-5-L2A_data.tiff
ASMSpotter-1-1-2,2,2017-08-08,2016-10-18,294,294,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,3.17,100.0,0.0,4.006362915039063,63.12490081787109,25.86240196228028,112.21837615966795,6.808175086975098,True,0.0381333265470451,0.9799681854248048,1.0,0.4168704515556685,1,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-2\L2A\ASMSpotter-1-1-2-2-L2A_data.tiff
ASMSpotter-1-1-2,1,2017-08-23,2016-10-18,309,309,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,0.3,100.0,0.0,6.803630352020264,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499,True,0.0322791640313598,0.9659818482398989,1.0,0.4091620528907855,2,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-2\L2A\ASMSpotter-1-1-2-1-L2A_data.tiff
ASMSpotter-1-1-2,3,2017-10-02,2016-10-18,349,349,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,7.4,100.0,0.0,5.902490139007568,113.59498596191406,21.706602096557617,112.78466796875,7.022059440612793,True,0.0206967669318215,0.9704875493049622,1.0,0.4035643249505816,3,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-2\L2A\ASMSpotter-1-1-2-3-L2A_data.tiff
ASMSpotter-1-1-2,10,2017-07-19,2016-10-18,274,274,4.990183893452542,-55.26784883014082,2.5,"[-55.27497747647343, 4.9830347681859415, -55.2607201838082, 4.997333018719144]",158,159,12,EPSG:4326,-55.27497747647343,4.9830347681859415,-55.2607201838082,4.997333018719144,27.49,100.0,9.338428469070934,12.97848415374756,53.901798248291016,28.152597427368164,112.1492919921875,6.868064403533936,True,0.0476227617295492,0.8884154368859075,1.0,0.3950982881035018,4,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-2\L2A\ASMSpotter-1-1-2-10-L2A_data.tiff
ASMSpotter-1-1-3,2,2017-08-08,2016-10-18,294,294,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,3.17,100.0,0.0,4.377258777618408,63.12490081787109,25.86240196228028,112.21837615966795,6.808175086975098,True,0.0381333265470451,0.978113706111908,1.0,0.4163141077617994,1,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-3\L2A\ASMSpotter-1-1-3-2-L2A_data.tiff
ASMSpotter-1-1-3,1,2017-08-23,2016-10-18,309,309,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,0.3,100.0,0.0,6.820098400115967,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499,True,0.0322791640313598,0.96589950799942,1.0,0.409137350818642,2,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-3\L2A\ASMSpotter-1-1-3-1-L2A_data.tiff
ASMSpotter-1-1-3,10,2017-07-19,2016-10-18,274,274,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,27.49,100.0,0.0,13.107970237731934,53.901798248291016,28.152597427368164,112.1492919921875,6.868064403533936,True,0.0476227617295492,0.9344601488113404,1.0,0.4089117016811315,3,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-3\L2A\ASMSpotter-1-1-3-10-L2A_data.tiff
ASMSpotter-1-1-3,3,2017-10-02,2016-10-18,349,349,5.004482143985744,-55.26784883014082,2.5,"[-55.27497747647343, 4.997333018719143, -55.2607201838082, 5.011631269252345]",158,159,12,EPSG:4326,-55.27497747647343,4.997333018719143,-55.2607201838082,5.011631269252345,7.4,100.0,0.0,7.117220878601074,113.59498596191406,21.706602096557617,112.78466796875,7.022059440612793,True,0.0206967669318215,0.9644138956069946,1.0,0.4017422288411912,4,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-1-3\L2A\ASMSpotter-1-1-3-3-L2A_data.tiff
ASMSpotter-1-2-1,11,2017-05-20,2016-10-18,214,214,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,33.3,100.0,3.662128811400366,8.25313663482666,52.41474533081055,25.86599349975586,112.32137298583984,6.757543087005615,True,0.0927564741496788,0.9404236727688648,1.0,0.4377809863204667,1,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-2-1\L2A\ASMSpotter-1-2-1-11-L2A_data.tiff
ASMSpotter-1-2-1,2,2017-08-08,2016-10-18,294,294,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,3.17,100.0,0.0,1.926239252090454,63.095829010009766,25.86848258972168,112.26602172851562,6.779668807983398,True,0.0381333265470451,0.9903688037395476,1.0,0.4199906370500914,2,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-2-1\L2A\ASMSpotter-1-2-1-2-L2A_data.tiff
ASMSpotter-1-2-1,1,2017-08-23,2016-10-18,309,309,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,0.3,100.0,0.0,3.7436134815216064,73.30307006835938,23.71996116638184,113.17807006835938,6.796847820281982,True,0.0322791640313598,0.981281932592392,1.0,0.4137520781965335,3,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-2-1\L2A\ASMSpotter-1-2-1-1-L2A_data.tiff
ASMSpotter-1-2-1,3,2017-10-02,2016-10-18,349,349,4.975885642919341,-55.25359153747559,2.5,"[-55.2607201838082, 4.968736517652739, -55.246462891142976, 4.9830347681859415]",158,159,12,EPSG:4326,-55.2607201838082,4.968736517652739,-55.246462891142976,4.9830347681859415,7.4,100.0,0.0,4.511255741119385,113.56068420410156,21.69957160949707,112.8332748413086,6.993616104125977,True,0.0206967669318215,0.9774437212944032,1.0,0.4056511765474139,4,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-2-1\L2A\ASMSpotter-1-2-1-3-L2A_data.tiff
ASMSpotter-1-2-2,11,2017-05-20,2016-10-18,214,214,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,33.3,100.0,0.0,11.347978591918944,52.44099807739258,25.85740089416504,112.27344512939452,6.786055088043213,True,0.0927564741496788,0.9432601070404052,1.0,0.4386319166019289,1,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-2-2\L2A\ASMSpotter-1-2-2-11-L2A_data.tiff
ASMSpotter-1-2-2,2,2017-08-08,2016-10-18,294,294,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,3.17,100.0,0.0,7.171169757843018,63.12490081787109,25.86240196228028,112.21837615966795,6.808175086975098,True,0.0381333265470451,0.9641441512107848,1.0,0.4121232412914626,2,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-2-2\L2A\ASMSpotter-1-2-2-2-L2A_data.tiff
ASMSpotter-1-2-2,1,2017-08-23,2016-10-18,309,309,4.990183893452542,-55.25359153747559,2.5,"[-55.2607201838082, 4.9830347681859415, -55.246462891142976, 4.997333018719144]",158,159,12,EPSG:4326,-55.2607201838082,4.9830347681859415,-55.246462891142976,4.997333018719144,0.3,100.0,0.0,9.472440719604492,73.33709716796875,23.71649932861328,113.12699127197266,6.82526159286499,True,0.0322791640313598,0.9526377964019777,1.0,0.4051588373394091,3,True,Data\lr_dataset_l2a\lr_dataset\ASMSpotter-1-2-2\L2A\ASMSpotter-1-2-2-1-L2A_data.tiff
